,B1_mean,B1_std,B1_skew,B1_kurtosis,B1_entropy,B1_rms,B1_max,B1_p2p,B1_crest,B1_clearence,B1_shape,B1_impulse,RUL(min)
188,0.059263831,0.075364163,0.029359632,0.508695977,4.836900112,0.075391679,0.4,0.781,5.305625304,0.049747238,1.272136436,6.749479263,7950
189,0.060582841,0.077207421,0.001406949,0.401010151,4.862743969,0.077231187,0.364,0.703,4.713121939,0.050709346,1.274802987,6.008301926,7940
190,0.059594951,0.075288205,-0.019973121,0.291033487,4.839392206,0.075310423,0.381,0.723,5.059060689,0.050191536,1.263704756,6.393159053,7930
191,0.061560184,0.078125085,0.046297046,0.566874982,4.872431508,0.078134119,0.479,0.872,6.130484444,0.051845302,1.269231413,7.781003434,7920
192,0.061164608,0.077416264,0.001723356,0.288152218,4.866915768,0.077439727,0.352,0.689,4.545470549,0.051434756,1.266087208,5.754962118,7910
193,0.060970848,0.077579468,-0.010201647,0.517056188,4.86642055,0.077610182,0.42,0.83,5.411661041,0.051154922,1.272906391,6.888537924,7900
194,0.061462181,0.077715488,0.026545328,0.366086043,4.8695229,0.077739256,0.381,0.752,4.900998779,0.051796879,1.264830751,6.198933966,7890
195,0.060089116,0.076555197,-0.019888349,0.513360682,4.853241153,0.076575291,0.405,0.798,5.288912302,0.05038284,1.274362094,6.739989354,7880
196,0.059942282,0.076146987,0.002080227,0.381626038,4.848666364,0.076182369,0.405,0.793,5.316190697,0.050219676,1.27092873,6.756499489,7870
197,0.059244592,0.075250441,-0.00931389,0.451865133,4.836544842,0.075275007,0.459,0.874,6.097641414,0.04972054,1.270580224,7.747542592,7860
198,0.060384003,0.076517739,-0.113857875,0.352769361,4.853842505,0.076537453,0.398,0.754,5.200068509,0.050794655,1.267512076,6.591149632,7850
199,0.060474193,0.07657934,-0.003266801,0.346614894,4.854549924,0.076606042,0.366,0.703,4.777691055,0.050904111,1.266755913,6.052168394,7840
200,0.062169491,0.078628227,0.004953974,0.362711589,4.88157709,0.078643189,0.405,0.791,5.149842036,0.052372443,1.264980427,6.514449378,7830
201,0.06053152,0.077007593,-0.019711153,0.542771983,4.858456666,0.077028726,0.442,0.845,5.738119049,0.050845633,1.272539098,7.301980841,7820
202,0.060185556,0.076529323,-0.019857618,0.520300663,4.852411121,0.076547876,0.442,0.833,5.774164131,0.05054079,1.271864567,7.34395476,7810
203,0.060937839,0.077391953,0.050566586,0.432359393,4.865638327,0.077412095,0.366,0.703,4.727943353,0.051167401,1.270345266,6.006120457,7800
204,0.059732604,0.075873392,-0.010535555,0.510312349,4.844264903,0.075890687,0.471,0.847,6.206295124,0.050157079,1.27050692,7.885140902,7790
205,0.059666878,0.075616626,-0.045585284,0.422440697,4.84250874,0.075645404,0.5,0.903,6.609786887,0.050181436,1.267795572,8.37985855,7780
206,0.059739978,0.075848932,0.007284601,0.385751956,4.845245425,0.075895365,0.371,0.74,4.888309025,0.050181177,1.270428423,6.210246727,7770
207,0.060891303,0.077183109,-0.017897225,0.350885159,4.86216431,0.07721778,0.371,0.742,4.804592901,0.051195193,1.268124943,6.092824098,7760
208,0.060448313,0.076665015,-0.011455186,0.397690673,4.855898586,0.076696099,0.374,0.733,4.876388838,0.050803596,1.268788078,6.187104024,7750
209,0.060670394,0.076672171,0.019491718,0.454849246,4.854109553,0.076694023,0.515,0.869,6.714995232,0.051176931,1.264109528,8.488489451,7740
210,0.059936667,0.076404969,-0.002586859,0.462384208,4.851044378,0.076445353,0.383,0.735,5.010114897,0.050188679,1.2754355,6.390078399,7730
211,0.061666097,0.078033811,-0.007536615,0.331802889,4.87499836,0.078061117,0.376,0.715,4.816738629,0.051931694,1.265867654,6.097353626,7720
212,0.060856389,0.077311051,-0.011976835,0.427277757,4.864518869,0.077339909,0.388,0.73,5.016814769,0.051056153,1.270859315,6.375665782,7710
213,0.060806534,0.076922249,0.022868405,0.320600774,4.859575693,0.076949464,0.378,0.747,4.91231491,0.051161072,1.265480199,6.216437249,7700
214,0.061981347,0.078890215,0.020931716,0.51900742,4.882680643,0.07891731,0.41,0.803,5.195311365,0.052008152,1.273242913,6.614893376,7690
215,0.061027931,0.077462916,0.01793764,0.406884541,4.865080349,0.077478838,0.381,0.728,4.917471759,0.051283088,1.269563577,6.243043037,7680
216,0.060547341,0.076869822,0.002242983,0.409370712,4.858019179,0.076884308,0.378,0.749,4.916477857,0.050867756,1.269821382,6.243048706,7670
217,0.061285219,0.077390698,-0.026085452,0.212768965,4.867162997,0.077427674,0.322,0.642,4.158719795,0.051588347,1.263398828,5.254121715,7660
218,0.061170467,0.077605645,-0.030650141,0.465833102,4.867608505,0.077637351,0.442,0.801,5.693136023,0.0514439,1.269196632,7.225709063,7650
219,0.061740173,0.078430104,-0.012462063,0.390550536,4.878911986,0.078453263,0.359,0.713,4.575972805,0.051824377,1.270700418,5.814690555,7640
220,0.061182528,0.077451693,-0.000191041,0.398798917,4.866383511,0.077464276,0.459,0.916,5.92531195,0.051462351,1.266117598,7.502141734,7630
221,0.06083383,0.076989636,-0.000261733,0.322253432,4.86067867,0.077025141,0.408,0.796,5.29697182,0.051120729,1.266156365,6.706794583,7620
222,0.059827677,0.075990426,-0.013892379,0.379407631,4.847874691,0.076026279,0.364,0.679,4.787818183,0.050225102,1.270754314,6.084140609,7610
223,0.061063284,0.077355244,-0.005012924,0.342847744,4.866607287,0.077397637,0.369,0.728,4.767587415,0.05130593,1.267498757,6.042911121,7600
224,0.061001318,0.077543107,0.013100087,0.473923423,4.867237465,0.077563705,0.405,0.754,5.22151437,0.051239963,1.271508665,6.639200766,7590
225,0.060415987,0.076985492,-0.013082194,0.447446876,4.859837665,0.077005113,0.374,0.743,4.856820346,0.050594178,1.274581725,6.190414456,7580
226,0.059961522,0.076318011,0.015216393,0.447532484,4.851850522,0.076337921,0.386,0.733,5.056464657,0.050254221,1.273115143,6.437461725,7570
227,0.060195859,0.076393774,0.014780797,0.54720039,4.849997614,0.076423051,0.457,0.845,5.979871196,0.050633178,1.26957322,7.59188433,7560
228,0.061525367,0.078194545,-0.007970098,0.40393554,4.876413377,0.078217945,0.435,0.782,5.561383619,0.051632357,1.27131212,7.070254401,7550
229,0.061171542,0.077592502,0.025305327,0.379331958,4.868125404,0.077622094,0.388,0.73,4.998576849,0.051357327,1.268924921,6.342818735,7540
230,0.060858538,0.077156771,0.026667696,0.371524636,4.862708546,0.077172611,0.42,0.84,5.442345339,0.051129623,1.268065477,6.901250239,7530
231,0.06123966,0.077828491,0.017053646,0.505694494,4.869575848,0.077854849,0.444,0.83,5.70292034,0.051401888,1.271314186,7.250203528,7520
232,0.06000918,0.07611462,0.009792882,0.328822138,4.849372042,0.076146997,0.403,0.711,5.29239518,0.050379596,1.268922469,6.715639159,7510
233,0.061500903,0.078089156,0.013710113,0.425977255,4.872876233,0.078116613,0.415,0.784,5.31257032,0.051648153,1.270170173,6.747868361,7500
234,0.060511793,0.076446591,0.002931334,0.350873486,4.852997492,0.076467402,0.415,0.737,5.427149197,0.050985261,1.263677688,6.858167349,7490
235,0.061437619,0.077824985,0.013839974,0.300558714,4.872622771,0.077849227,0.378,0.725,4.85553955,0.051679789,1.267126365,6.15258218,7480
236,0.061868353,0.078077459,-0.043144562,0.267182034,4.875303804,0.078097317,0.374,0.735,4.788896888,0.052181011,1.262314473,6.045093851,7470
237,0.061623321,0.078511816,-0.018485937,0.365576485,4.880900385,0.078535203,0.332,0.659,4.2274036,0.051541147,1.274439631,5.387570682,7460
238,0.060887446,0.077390011,-0.002155401,0.506583921,4.863563253,0.077402441,0.522,0.878,6.743973317,0.051180782,1.271238112,8.573195906,7450
239,0.06074657,0.077057717,-0.014510098,0.444735479,4.860984642,0.07708433,0.452,0.83,5.863707937,0.051018558,1.26894952,7.440749372,7440
240,0.061348357,0.077826819,0.004691737,0.396074245,4.870613335,0.077855087,0.415,0.749,5.330415982,0.051589101,1.269065562,6.764647356,7430
241,0.060202305,0.076159159,-0.009825673,0.371863778,4.848759361,0.076187561,0.393,0.742,5.158322385,0.05078725,1.265525647,6.527989274,7420
242,0.060879047,0.076872095,-0.034145314,0.307816357,4.8588021,0.076900104,0.447,0.796,5.812735932,0.051275494,1.263162096,7.342427704,7410
243,0.059487621,0.0756244,0.017433077,0.488409648,4.84061698,0.075664533,0.381,0.755,5.035384308,0.049970814,1.271937434,6.404693794,7400
244,0.060626495,0.077079497,0.011702903,0.474788304,4.859888969,0.077092731,0.396,0.779,5.136671077,0.050948078,1.271601305,6.531797643,7390
245,0.061269251,0.078108207,0.040875565,0.46590555,4.874201021,0.078123299,0.437,0.823,5.593721805,0.051260261,1.27508166,7.132452083,7380
246,0.059714683,0.076148627,-0.018320448,0.553393937,4.847562331,0.076167078,0.405,0.774,5.317257946,0.049996626,1.275516734,6.78225149,7370
247,0.060784413,0.077297036,0.001901272,0.482803839,4.863696063,0.077315216,0.403,0.755,5.212428071,0.050989915,1.271957915,6.629989139,7360
248,0.060063089,0.075860764,-0.013768673,0.28043862,4.845841449,0.075875843,0.386,0.767,5.087258158,0.050600739,1.263269072,6.426575894,7350
249,0.060129352,0.07618081,0.003957588,0.324400737,4.851043051,0.076202085,0.405,0.71,5.31481523,0.050509536,1.267302608,6.735479203,7340
250,0.059829923,0.075730768,-0.015529751,0.352516569,4.844440004,0.075760184,0.347,0.659,4.5802423,0.050426725,1.266259087,5.799773435,7330
251,0.059943845,0.076070836,-0.009436682,0.402143541,4.847052045,0.076094119,0.386,0.76,5.072665335,0.050324259,1.269423394,6.439360047,7320
252,0.061770497,0.078590778,-0.011828753,0.440007118,4.880216063,0.078619992,0.378,0.754,4.807937425,0.051831383,1.272775774,6.119426276,7310
253,0.060618292,0.076517335,0.005922943,0.307908569,4.854499341,0.076548175,0.383,0.764,5.00338511,0.051108709,1.262790039,6.318224878,7300
254,0.060332829,0.076524567,0.016198921,0.427981002,4.853984418,0.076550657,0.396,0.782,5.173045069,0.050737291,1.268806035,6.563590804,7290
255,0.060553933,0.076935913,-0.00860177,0.472410217,4.858395948,0.076953451,0.415,0.781,5.392870527,0.050825079,1.270824986,6.853394609,7280
256,0.060465892,0.076638837,0.043007002,0.42967547,4.855212652,0.076662958,0.391,0.762,5.100246735,0.050915279,1.267871115,6.466455514,7270
257,0.060802432,0.077170734,-0.013150374,0.357821052,4.862432157,0.077181136,0.405,0.771,5.247396213,0.051036756,1.269375806,6.6609178,7260
258,0.059501587,0.0754677,0.012559285,0.380822584,4.840494983,0.075485446,0.425,0.757,5.630224433,0.050017151,1.268629114,7.142666633,7250
259,0.061729479,0.078465411,0.015804125,0.416593885,4.879064157,0.078490455,0.376,0.708,4.790391402,0.051843966,1.271523041,6.091093044,7240
260,0.061142878,0.077433235,0.015413371,0.438747796,4.86569466,0.077448553,0.425,0.811,5.487513791,0.051511976,1.2666815,6.9509322,7230
261,0.061066068,0.077419089,0.002551285,0.41865508,4.865935316,0.077439845,0.439,0.81,5.668916332,0.051370979,1.268132165,7.188935143,7220
262,0.061126129,0.077229334,-0.002799533,0.310991752,4.864289865,0.077248614,0.422,0.783,5.462881166,0.051447725,1.263757664,6.903757943,7210
263,0.059735729,0.07561591,-0.007033166,0.305808449,4.84285211,0.075647066,0.371,0.732,4.904354105,0.050213675,1.266362145,6.210688384,7200
264,0.059893452,0.076120527,0.024925342,0.467197544,4.847925227,0.076150916,0.376,0.737,4.937563697,0.050316241,1.271439765,6.277814828,7190
265,0.061932858,0.078546796,0.021979277,0.361984467,4.880419723,0.07858729,0.457,0.872,5.815189705,0.051968528,1.268911084,7.378958672,7180
266,0.061505103,0.077873829,-0.007682498,0.390924003,4.872121878,0.077902618,0.356,0.703,4.569807922,0.051826675,1.26660414,5.788137632,7170
267,0.061248303,0.077676038,-0.002346591,0.418429892,4.868551489,0.07770541,0.398,0.784,5.12190849,0.051491343,1.268694905,6.498139207,7160
268,0.061626105,0.077845944,0.037744066,0.299878197,4.870604245,0.077860794,0.435,0.779,5.586893988,0.051908997,1.263438504,7.058696984,7150
269,0.059835539,0.075695424,0.032588827,0.317781734,4.84435421,0.075715182,0.403,0.703,5.322578537,0.050385395,1.265388145,6.735127782,7140
270,0.060172323,0.076370168,-0.009069111,0.487107093,4.851935864,0.076393371,0.447,0.818,5.851293048,0.05060666,1.269576564,7.42866452,7130
271,0.061058499,0.077345256,-0.039403764,0.405963627,4.864311204,0.07735891,0.425,0.838,5.493872656,0.051430622,1.266963834,6.960537965,7120
272,0.061517457,0.078394616,-0.023356881,0.493998298,4.877139063,0.078423742,0.378,0.73,4.81996893,0.051560843,1.274820937,6.144597306,7110
273,0.060232775,0.07626983,0.022973965,0.42557962,4.85079698,0.076281455,0.425,0.818,5.571472091,0.050753097,1.266444313,7.055959147,7100
274,0.061497095,0.078196948,-0.015100481,0.425657944,4.874596402,0.078224959,0.364,0.696,4.653246311,0.051598845,1.272010639,5.918978814,7090
275,0.061528248,0.07824175,0.004979048,0.541450929,4.874464074,0.078260386,0.439,0.874,5.60947908,0.051669614,1.271942373,7.134934133,7080
276,0.06209185,0.078820091,0.041155403,0.492956562,4.881749392,0.078832485,0.469,0.833,5.949324049,0.052267391,1.269610826,7.553326219,7070
277,0.060523072,0.076943367,-0.02525493,0.502461654,4.858124491,0.076973999,0.439,0.817,5.703224534,0.050895029,1.271812484,7.253432162,7060
278,0.061782167,0.078672481,0.045927624,0.496065764,4.879826128,0.078687387,0.464,0.808,5.896751941,0.051825695,1.273626199,7.510257762,7050
279,0.060193906,0.076265837,0.044478225,0.391801297,4.851573109,0.076292133,0.408,0.794,5.347864605,0.050616509,1.26743949,6.778094785,7040
280,0.061218028,0.077568033,0.025151488,0.352095812,4.868552114,0.077582882,0.349,0.679,4.498415002,0.051447827,1.267320823,5.700935004,7030
281,0.060753113,0.076883327,-0.009963924,0.298176605,4.8603168,0.076898254,0.361,0.717,4.69451489,0.051091645,1.265750027,5.942082348,7020
282,0.06048308,0.076781538,0.015275263,0.396432585,4.857647336,0.076800665,0.356,0.676,4.635376525,0.050837619,1.269787596,5.885943617,7010
283,0.061141901,0.07760321,-0.062775182,0.439810494,4.86799392,0.077629158,0.442,0.816,5.69373687,0.051394,1.269655609,7.229084956,7000
284,0.061595439,0.078047669,0.038544009,0.406117123,4.873484033,0.078065601,0.349,0.681,4.470599033,0.051880684,1.267392552,5.666003918,6990
285,0.059919723,0.076135453,-0.037653802,0.388738977,4.849066995,0.076146897,0.366,0.703,4.806499208,0.050241073,1.270815244,6.108172466,6980
286,0.060995898,0.077740965,0.052074383,0.566997207,4.867678291,0.077751247,0.403,0.781,5.183196633,0.051204842,1.274696314,6.607001645,6970
287,0.059914156,0.07603434,0.059281615,0.418239021,4.847952413,0.076056332,0.417,0.727,5.482778205,0.050335247,1.26942174,6.959957848,6960
288,0.06079999,0.076877631,0.040310571,0.350318139,4.859831778,0.076917727,0.361,0.7,4.693326393,0.051196172,1.265094403,5.937500954,6950
289,0.060124176,0.076234761,0.029427644,0.382524113,4.850207346,0.076260325,0.422,0.749,5.533676882,0.050509669,1.268380384,7.018807212,6940
290,0.060856878,0.077482052,0.046561931,0.578798081,4.863938082,0.077503264,0.403,0.755,5.199780978,0.051017797,1.273533366,6.622094572,6930
291,0.060176425,0.076881575,0.012824164,0.547369294,4.856219052,0.0768959,0.413,0.769,5.370897558,0.0503935,1.277840952,6.863152847,6920
292,0.061315103,0.077620535,0.003816415,0.331598223,4.869475789,0.077654929,0.381,0.723,4.906320884,0.051637971,1.266489411,6.213803445,6910
293,0.060546706,0.076966224,-0.008325424,0.428552342,4.859529054,0.076989962,0.449,0.835,5.831929092,0.050839141,1.27157969,7.415762588,6900
294,0.061404903,0.078120654,0.017585155,0.557504156,4.872608275,0.078138572,0.444,0.827,5.682212866,0.051576522,1.272513576,7.230693012,6890
295,0.060312857,0.076519815,-0.002429591,0.446559637,4.852030132,0.076537106,0.415,0.769,5.422206599,0.050737251,1.269001495,6.880788279,6880
296,0.061760096,0.078414429,0.009885699,0.475286701,4.877153879,0.078449425,0.393,0.754,5.009596952,0.051925765,1.270228357,6.363332108,6870
297,0.060993261,0.077781327,0.028475687,0.519701916,4.868402932,0.077814359,0.413,0.816,5.307503743,0.05110436,1.275786159,6.771239816,6860
298,0.06078329,0.077284685,0.000422348,0.397672651,4.862891017,0.077299424,0.369,0.699,4.773644871,0.050999347,1.271721619,6.070747384,6850
299,0.061416036,0.078112939,0.027208712,0.448398253,4.874434606,0.078123888,0.396,0.765,5.068872174,0.051503388,1.272043798,6.447827411,6840
300,0.062450168,0.079211604,0.001845611,0.359252768,4.889341852,0.079234625,0.432,0.776,5.452161881,0.052423982,1.268765586,6.917515367,6830
301,0.059459544,0.075362982,-0.038121123,0.500599037,4.837816861,0.075382012,0.454,0.825,6.022656948,0.050068171,1.267786587,7.635443699,6820
302,0.06073529,0.076945072,0.010566575,0.356296193,4.860386888,0.076953512,0.393,0.708,5.106979414,0.051128016,1.267031275,6.470702638,6810
303,0.059922994,0.076183099,-0.016841888,0.524594877,4.848240141,0.07620635,0.449,0.823,5.891897434,0.050260415,1.271738024,7.492949999,6800
304,0.061837639,0.078521647,-0.00656327,0.362576908,4.879887934,0.078550837,0.356,0.705,4.532096855,0.051952696,1.270275491,5.75701156,6790
305,0.060687827,0.077016481,-0.013252835,0.398373234,4.860887202,0.077039499,0.422,0.749,5.477709548,0.050987849,1.269439087,6.953618608,6780
306,0.061265784,0.077798222,-0.021276325,0.432284021,4.869726685,0.077837071,0.378,0.742,4.856297852,0.051435649,1.27048191,6.16983857,6770
307,0.06081796,0.077000095,0.022730518,0.412238384,4.859118928,0.077024364,0.383,0.749,4.972452623,0.051179459,1.266473983,6.297481877,6760
308,0.059994433,0.076034729,-0.004724658,0.421481545,4.846117376,0.076055669,0.383,0.747,5.035785046,0.050452545,1.267712097,6.383925621,6750
309,0.061104107,0.077614473,0.029645751,0.418127262,4.867583107,0.077644178,0.378,0.703,4.868362417,0.051286819,1.270686745,6.186163594,6740
310,0.06157493,0.078234538,-0.034538694,0.463099713,4.875614522,0.078245858,0.408,0.794,5.214333545,0.051714287,1.270742119,6.626073261,6730
311,0.062030568,0.078465026,-0.035184028,0.366906356,4.879264317,0.078483006,0.417,0.791,5.313252156,0.052220813,1.265231135,6.722492057,6720
312,0.06157703,0.077769424,0.001542117,0.295740806,4.870043135,0.077791979,0.371,0.732,4.769129228,0.051855122,1.263327879,6.02497391,6710
313,0.060448557,0.076509637,-0.005889198,0.355524465,4.854122069,0.076535001,0.371,0.703,4.847455329,0.050937457,1.26611792,6.137450058,6700
314,0.061389863,0.07769033,-0.054129851,0.438291277,4.868653657,0.077720838,0.415,0.793,5.339623363,0.051766195,1.266020708,6.760073751,6690
315,0.060816837,0.076921363,0.025322219,0.416505132,4.85803969,0.076936286,0.359,0.696,4.666198712,0.051342761,1.265049128,5.90297061,6680
316,0.061808877,0.078393269,-0.054677472,0.443576397,4.876841651,0.078408732,0.437,0.808,5.573358827,0.052054975,1.268567487,7.0701818,6670
317,0.060154256,0.076338904,-0.010846294,0.384044563,4.851909442,0.076374671,0.366,0.715,4.792164643,0.050555448,1.269647021,6.084357565,6660
318,0.060739343,0.076842093,-0.040181676,0.360477814,4.85947599,0.076855776,0.398,0.767,5.178530785,0.051183627,1.265337624,6.552589838,6650
319,0.060312271,0.076855149,-0.011202283,0.479759676,4.856709924,0.076893894,0.393,0.737,5.110938958,0.050580356,1.274929511,6.516086905,6640
320,0.061463695,0.078160541,0.014331852,0.42248569,4.874945557,0.07818122,0.432,0.759,5.525623704,0.051578527,1.27199024,7.028539423,6630
321,0.061588163,0.078240908,-0.016357592,0.472429489,4.875173283,0.078259156,0.417,0.771,5.32845003,0.051779115,1.270685001,6.770781533,6620
322,0.060123151,0.075954631,-0.024891473,0.305058917,4.847494637,0.076001157,0.4,0.774,5.263077806,0.05067888,1.264091383,6.653011301,6610
323,0.061394599,0.077543674,0.015303972,0.272757207,4.86824912,0.077568588,0.374,0.735,4.821539343,0.051695455,1.263443187,6.091741032,6600
324,0.061445676,0.077313525,-0.023562947,0.22644494,4.86654349,0.077327297,0.383,0.761,4.952972835,0.051945779,1.258466041,6.233148117,6590
325,0.060299038,0.076508543,0.00497586,0.472690729,4.853227675,0.076515477,0.391,0.777,5.110077241,0.05078898,1.268933634,6.484348884,6580
326,0.061686557,0.078724897,-0.000321259,0.655925752,4.878973625,0.078761656,0.461,0.888,5.85310192,0.051664333,1.276804216,7.473265209,6570
327,0.05988393,0.07561885,-0.014744178,0.294738846,4.842691449,0.075628647,0.378,0.742,4.998106043,0.05047043,1.26292058,6.312210985,6560
328,0.061399922,0.077633007,0.052180821,0.309534599,4.869362704,0.077648593,0.354,0.701,4.559000822,0.051746692,1.264636677,5.765479649,6550
329,0.061597148,0.078297411,0.057706949,0.420932588,4.876253457,0.07831412,0.422,0.796,5.388555716,0.051675398,1.271391978,6.850966508,6540
330,0.061060892,0.077462082,-0.015173131,0.426919202,4.865305197,0.077483665,0.4,0.783,5.162378417,0.051343899,1.268957314,6.550837848,6530
331,0.060348747,0.076616448,0.044470544,0.414608805,4.855747559,0.076639818,0.403,0.755,5.258363218,0.050661886,1.269948776,6.677851931,6520
332,0.059197275,0.075102292,0.005306065,0.432658127,4.834830489,0.075122403,0.374,0.74,4.978541455,0.049733625,1.269017926,6.317858354,6510
333,0.059458665,0.07498024,0.005234265,0.264332505,4.835077053,0.075008972,0.354,0.703,4.719435456,0.050129424,1.261531378,5.953715916,6500
334,0.060335759,0.076365814,0.003440407,0.3330296,4.852686471,0.076384109,0.361,0.713,4.72611393,0.050779607,1.265984061,5.983184905,6490
335,0.06131442,0.077851699,-0.053065409,0.378745302,4.871075356,0.077881574,0.364,0.718,4.673762772,0.051506195,1.270199966,5.936613313,6480
336,0.059259192,0.075256233,0.015009533,0.438435947,4.836550786,0.075275897,0.398,0.794,5.287216993,0.049747591,1.270282191,6.716257584,6470
337,0.062384003,0.079155186,0.011312761,0.413513783,4.887984514,0.079184809,0.378,0.752,4.773642914,0.05244277,1.269312717,6.059245657,6460
338,0.061405928,0.078004856,0.021025291,0.348365137,4.873225919,0.07800901,0.381,0.74,4.884051217,0.051512022,1.270382396,6.204612686,6450
339,0.061936227,0.078233465,0.001956817,0.321462363,4.876557914,0.078257642,0.381,0.73,4.868534087,0.05223393,1.263519685,6.151488657,6440
340,0.06097285,0.077549138,0.038955802,0.570537442,4.86465017,0.077563427,0.425,0.796,5.479386567,0.051262519,1.272097773,6.970315449,6430
341,0.060815958,0.076872132,0.055392559,0.364043227,4.858313396,0.07689209,0.376,0.73,4.889969838,0.051181491,1.264340686,6.18258782,6420
342,0.060482983,0.076736675,0.014034572,0.37763329,4.856232391,0.076753824,0.4,0.786,5.211466719,0.050802025,1.269015199,6.613430473,6410
343,0.060903755,0.077040206,0.03776825,0.337935164,4.860625326,0.077062179,0.391,0.73,5.07382487,0.051261083,1.265310798,6.419965396,6400
344,0.060319937,0.076457825,0.009473211,0.404320345,4.85242905,0.076483074,0.369,0.723,4.824596869,0.050751981,1.267956787,6.117380344,6390
345,0.061468285,0.078024481,0.039652278,0.496121677,4.873214677,0.078047778,0.454,0.84,5.816949698,0.051645591,1.269724359,7.385922725,6380
346,0.06038288,0.076476936,0.003010759,0.322031773,4.853864122,0.076504615,0.352,0.689,4.601029611,0.050731384,1.266991823,5.829466893,6370
347,0.061992822,0.078679146,-0.040947826,0.552714604,4.88018538,0.07870157,0.461,0.883,5.857570597,0.05209655,1.269527135,7.436344818,6360
348,0.06078412,0.077198826,-0.019071188,0.422773148,4.862348598,0.077222261,0.388,0.764,5.024457905,0.051024506,1.270434789,6.383246117,6350
349,0.060761951,0.076659643,0.030326639,0.306452592,4.857007244,0.076682547,0.41,0.788,5.346718603,0.05125437,1.262015872,6.747643738,6340
350,0.059587626,0.075571537,0.003426644,0.390166733,4.841922556,0.075606018,0.393,0.742,5.197998909,0.050138051,1.268820774,6.595328998,6330
351,0.060476146,0.076406831,-0.012431019,0.274477391,4.853610274,0.076432228,0.366,0.718,4.788555942,0.050942993,1.263840915,6.051972925,6320
352,0.060766541,0.077351458,0.020042151,0.468981964,4.863975715,0.077387342,0.369,0.708,4.768221647,0.05090874,1.273518954,6.072420643,6310
353,0.060551199,0.076716978,-0.017248911,0.415451302,4.855872392,0.076733104,0.522,0.891,6.80280053,0.050896574,1.267243349,8.620803724,6300
354,0.061151814,0.077847716,-0.023045602,0.521849784,4.869172005,0.077868501,0.449,0.81,5.766131268,0.051293398,1.273363718,7.342382347,6290
355,0.059999121,0.07609719,-0.011023612,0.468307151,4.84695992,0.076103805,0.459,0.83,6.031235881,0.05053098,1.268415333,7.650112068,6280
356,0.06182465,0.078432163,-0.018512705,0.392767717,4.87826303,0.078450215,0.391,0.76,4.984052637,0.052012314,1.26891483,6.324338306,6270
357,0.061580839,0.078374827,0.011877368,0.470541906,4.877631644,0.078387924,0.378,0.732,4.822171331,0.051599419,1.272927187,6.138272987,6260
358,0.060121148,0.076374745,0.04161006,0.416191059,4.851475475,0.076393218,0.396,0.75,5.18370622,0.050478619,1.27065467,6.586700519,6250
359,0.060929782,0.077557716,-0.013625314,0.41633646,4.867764508,0.077589959,0.398,0.725,5.129529719,0.051044463,1.273432412,6.532109401,6240
360,0.060423116,0.076284527,0.027416301,0.260438676,4.852369973,0.076304165,0.4,0.749,5.242177778,0.050872231,1.262830684,6.619982948,6230
361,0.059452317,0.07533371,0.031718143,0.461337988,4.836949959,0.075356755,0.378,0.744,5.01613959,0.05012861,1.267515858,6.358036474,6220
362,0.060602227,0.076811243,-0.011190671,0.297233747,4.858824584,0.076843062,0.371,0.693,4.828022053,0.050937058,1.267990743,6.12188727,6210
363,0.061344548,0.077856745,0.022094855,0.400992814,4.87103102,0.077873793,0.366,0.715,4.699912344,0.051561065,1.269449287,5.966300372,6200
364,0.061220421,0.077530017,0.031313425,0.412054049,4.867436156,0.077557088,0.508,0.862,6.550013864,0.051577876,1.266849959,8.297884797,6190
365,0.060433664,0.076639077,0.034096144,0.405365953,4.855824769,0.076665163,0.403,0.75,5.256624804,0.05078581,1.268583745,6.66846878,6180
366,0.060962254,0.077531658,-0.021419518,0.594430453,4.863502548,0.077566901,0.461,0.857,5.943256637,0.051211548,1.272375872,7.562056348,6170
367,0.061006104,0.077465899,-0.039314004,0.391774102,4.866180383,0.07749325,0.393,0.723,5.071409415,0.051278955,1.27025405,6.44197835,6160
368,0.060592119,0.076931961,0.042684774,0.471514395,4.857972236,0.076948328,0.417,0.791,5.419221071,0.050932461,1.269939548,6.882083158,6150
369,0.061611456,0.078246673,0.021754705,0.374043486,4.876961465,0.078272995,0.361,0.717,4.612063219,0.051705932,1.270429239,5.859299967,6140
370,0.059739782,0.075742821,-0.011672437,0.393914991,4.843415909,0.075766538,0.376,0.745,4.962612932,0.050191202,1.268276096,6.293963353,6130
371,0.059271107,0.074938031,0.023095298,0.303855004,4.834649297,0.074953707,0.349,0.691,4.656207305,0.049921384,1.264590982,5.88819777,6120
372,0.059799893,0.075985619,-0.037655756,0.593509486,4.844304269,0.0760073,0.454,0.862,5.973110442,0.050254658,1.271027375,7.591986883,6110
373,0.061272181,0.077833652,0.013606661,0.469422288,4.87004816,0.077847886,0.437,0.837,5.613511426,0.051449766,1.270525789,7.132111033,6100
374,0.061436887,0.077746321,0.00222693,0.320119555,4.870779709,0.077773801,0.374,0.718,4.808817273,0.051715838,1.265913783,6.087548066,6090
375,0.060031642,0.076077455,0.04358792,0.423467471,4.847289032,0.076096076,0.391,0.774,5.138241276,0.050469597,1.267599444,6.513231787,6080
376,0.061380292,0.077898117,0.0136643,0.369963661,4.871713409,0.077920806,0.381,0.728,4.889579822,0.051562523,1.269475972,6.207204097,6070
